python3 distribute_work.py -b sysbench -c 5 -n 10 -d 2,,,,,,,,,,
experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num,Standard deviation,Average
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.039794922,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.08ms,9.0161s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.040190935,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.33ms,9.0174s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.044584513,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.60ms,9.0203s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.052865028,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.89ms,9.0217s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.041086912,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.11ms,9.0190s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.052822351,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.19ms,9.0278s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.042779446,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.94ms,9.0222s,2,,
1571978908-4,4,i-0721ed04cfe6d98ee,m5d.large,9.036195278,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.99ms,9.0162s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.041574001,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.82ms,9.0192s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.057673454,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.24ms,9.0341s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.04100275,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0176s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.040465355,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0164s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.047142506,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.65ms,9.0201s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.060308218,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.87ms,9.0212s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.072458744,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.20ms,9.0161s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.092739105,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.66ms,9.0344s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.071936131,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.00ms,9.0182s,2,,
1571978908-4,4,i-07348a99f0bf6e6df,m5d.large,9.069000006,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.53ms,9.0196s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.056661367,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0180s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.049286604,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.65ms,9.0261s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.045206785,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.99ms,9.0211s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.043460369,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0203s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.042974472,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0203s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.052930117,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.02ms,9.0281s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.041998386,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0202s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.065900803,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0156s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.054568768,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.76ms,9.0194s,2,,
1571978908-4,4,i-07407fc712792c26f,m5d.large,9.047733068,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.76ms,9.0273s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.065798044,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.30ms,9.0233s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.053827763,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.45ms,9.0318s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.038446188,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.67ms,9.0164s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.038014889,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.60ms,9.0170s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.053444386,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.34ms,9.0299s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.040484905,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.66ms,9.0177s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.042144537,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0176s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.092607975,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.08ms,9.0322s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.06588769,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.70ms,9.0187s,2,,
1571978908-4,4,i-079ca48d97222e4bd,m5d.large,9.070916653,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0175s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.037798166,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.58ms,9.0191s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.040356636,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.46ms,9.0193s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.039322138,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.37ms,9.0193s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.043248653,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.02ms,9.0207s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.039690256,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.13ms,9.0178s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.041993141,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.60ms,9.0182s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.05725956,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.48ms,9.0331s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.043800354,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.66ms,9.0184s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.074021578,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.40ms,9.0204s,2,,
1571978908-4,4,i-08eaaeb6a2eb55434,m5d.large,9.044253349,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.03ms,9.0256s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.042726994,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0218s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.059806585,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.36ms,9.0378s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.043571949,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.10ms,9.0164s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.044876099,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.32ms,9.0171s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.043964863,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0196s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.042315006,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0183s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.07320714,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0195s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.084361792,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.67ms,9.0292s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.071930647,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.30ms,9.0174s,2,,
1571978908-4,4,i-0908fc60844f45ce2,m5d.large,9.063865662,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.46ms,9.0174s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.067793846,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.23ms,9.0469s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.040760756,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0154s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.044183254,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0174s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.046283245,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.42ms,9.0205s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.039820671,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.70ms,9.0163s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.036779165,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0165s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.042099476,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.14ms,9.0158s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.048494101,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.12ms,9.0283s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.039974689,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0200s,2,,
1571978908-4,4,i-0936bc4464bb97bde,m5d.large,9.043284893,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.25ms,9.0234s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.045203924,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.34ms,9.0225s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.059401274,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.62ms,9.0376s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.039349318,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.84ms,9.0178s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.039287567,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.67ms,9.0178s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.04757905,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.46ms,9.0238s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.039973736,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0159s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.044060946,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0189s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.09169054,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.93ms,9.0321s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.060671329,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.08ms,9.0159s,2,,
1571978908-4,4,i-094073eb758430553,m5d.large,9.072706223,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.83ms,9.0189s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.090200663,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0178s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.06278944,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.78ms,9.0372s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.038687706,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0162s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.040102482,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.10ms,9.0159s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.048945665,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.24ms,9.0270s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.044808388,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.99ms,9.0221s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.049455404,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.07ms,9.0201s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.082751036,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.33ms,9.0233s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.071582317,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0195s,2,,
1571978908-4,4,i-09fd3f66259f577d3,m5d.large,9.075297117,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0191s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.058864117,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.43ms,9.0361s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.047472,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0181s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.049764156,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0192s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.057305098,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.21ms,9.0281s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.04671526,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0183s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.050928116,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.24ms,9.0171s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.089577913,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.51ms,9.0307s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.081246376,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.66ms,9.0237s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.071877718,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.23ms,9.0184s,2,,
1571978908-4,4,i-0aa8cb5e00b540739,m5d.large,9.076526403,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.24ms,9.0251s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.048012257,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.26ms,9.0254s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.06381011,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.51ms,9.0393s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.043403149,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.67ms,9.0160s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.040619612,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.71ms,9.0159s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.047064543,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.37ms,9.0227s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.039420128,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0155s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.042805195,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.80ms,9.0221s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.05649066,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.02ms,9.0337s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.061174631,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.82ms,9.0160s,2,,
1571978908-4,4,i-0ab94111e6e8caedd,m5d.large,9.039494991,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.78ms,9.0187s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.06269908,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.48ms,9.0438s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.037415743,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.65ms,9.0168s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.037116528,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.62ms,9.0168s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.041793346,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.27ms,9.0219s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.041914463,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0201s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.038309336,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.60ms,9.0173s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.044926405,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.14ms,9.0242s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.077590227,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.58ms,9.0210s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.065757513,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0160s,2,,
1571978908-4,4,i-0b8def0067d2f10b3,m5d.large,9.06761241,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.77ms,9.0147s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.082879305,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.00ms,9.0434s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.038123608,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.06ms,9.0172s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.039859533,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.48ms,9.0183s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.043339729,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0227s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.046077251,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.03ms,9.0253s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.041005611,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.27ms,9.0205s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.057197094,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.87ms,9.0372s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.043172836,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.19ms,9.0196s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.070543051,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.20ms,9.0180s,2,,
1571978908-4,4,i-0bd1b114a613193e6,m5d.large,9.071604729,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.57ms,9.0180s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.055760145,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.50ms,9.0268s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.048749685,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.28ms,9.0264s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.042425394,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.75ms,9.0191s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.044160366,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.73ms,9.0193s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.050032616,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.91ms,9.0255s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.055221558,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.89ms,9.0188s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.073217869,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0180s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.089343548,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.99ms,9.0296s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.075377464,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.45ms,9.0227s,2,,
1571978908-4,4,i-0c1a35400a3b20351,m5d.large,9.067412376,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0156s,2,,
1571978908-4,4,i-0c91e1f992fc599a2,m5d.large,9.03973794,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.77ms,9.0181s,2,,
